ID,PART_DESCRIPTION,CAPACITY_mAh,NOMINAL_VOLTAGE_V,MAX_OPERATING_TEMP_C,MIN_OPERATING_TEMP_C,FORM_FACTOR,MAX_DISCHARGE_CURRENT_A,ANODE_MATERIAL,CATHODE_MATERIAL
B877,High capacity lithium-ion cell for EVs,3000.0,24.0,40.0,-10.0,,1.0,Graphite,Lithium Iron Phosphate
B878,Compact LiFePO4 battery for solar storage,,3.2,50.0,-10.0,Pouch,1.0,Graphite,
B879,Solid-state battery prototype for aerospace,10000.0,3.6,70.0,-20.0,Prismatic,20.0,Lithium Metal,Lithium Cobalt Oxide
B880,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,24.0,50.0,0.0,Prismatic,2.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B881,Lead-acid deep cycle battery for UPS,5000.0,24.0,40.0,,Prismatic,5.0,Lead,Lead Dioxide
B882,Solid-state battery prototype for aerospace,2500.0,12.0,50.0,-20.0,,5.0,,Lithium Cobalt Oxide
B883,Nickel-metal hydride battery pack for hybrid vehicles,,3.7,60.0,0.0,Prismatic,100.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B884,Nickel-metal hydride battery pack for hybrid vehicles,,3.7,70.0,,Cylindrical,50.0,Hydrogen-absorbing Alloy,
B885,High capacity lithium-ion cell for EVs,1000.0,,60.0,-10.0,Prismatic,100.0,Graphite,Lithium Iron Phosphate
B886,Compact LiFePO4 battery for solar storage,2500.0,12.0,40.0,-10.0,Pouch,2.0,Graphite,Lithium Cobalt Oxide
B887,Compact LiFePO4 battery for solar storage,,12.0,50.0,-10.0,Cylindrical,,Graphite,Lithium Cobalt Oxide
,Solid-state battery prototype for aerospace,,3.7,60.0,-20.0,Cylindrical,5.0,Lithium Metal,Lithium Cobalt Oxide
,Compact LiFePO4 battery for solar storage,2500.0,12.0,60.0,-10.0,Prismatic,10.0,Graphite,Lithium Cobalt Oxide
B890,Lead-acid deep cycle battery for UPS,1000.0,,50.0,,Prismatic,1.0,Lead,Lead Dioxide
B891,Compact LiFePO4 battery for solar storage,10000.0,24.0,50.0,-10.0,Cylindrical,1.0,,
B892,Solid-state battery prototype for aerospace,1000.0,,,-10.0,Pouch,5.0,Lithium Metal,
B893,Compact LiFePO4 battery for solar storage,5000.0,3.6,60.0,-10.0,Pouch,100.0,Graphite,Lithium Cobalt Oxide
B894,Lead-acid deep cycle battery for UPS,3000.0,3.6,,-10.0,Prismatic,2.0,Lead,
B895,High capacity lithium-ion cell for EVs,2500.0,,40.0,,Pouch,100.0,Graphite,Lithium Iron Phosphate
B896,Solid-state battery prototype for aerospace,10000.0,3.2,,-10.0,Pouch,,Lithium Metal,
B897,High capacity lithium-ion cell for EVs,2500.0,3.7,40.0,,,,Graphite,Lithium Iron Phosphate
B898,High capacity lithium-ion cell for EVs,2500.0,3.7,60.0,0.0,,5.0,Graphite,Lithium Iron Phosphate
,High capacity lithium-ion cell for EVs,1000.0,3.2,,-20.0,Prismatic,1.0,Graphite,
,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,3.7,60.0,,Cylindrical,20.0,Hydrogen-absorbing Alloy,
B901,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,12.0,,-20.0,Prismatic,,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B902,High capacity lithium-ion cell for EVs,2000.0,24.0,,-20.0,Cylindrical,2.0,Graphite,Lithium Iron Phosphate
B903,Solid-state battery prototype for aerospace,2000.0,24.0,40.0,-10.0,Cylindrical,20.0,,Lithium Cobalt Oxide
B904,Lead-acid deep cycle battery for UPS,2500.0,3.2,50.0,,Pouch,50.0,Lead,Lead Dioxide
B905,Lead-acid deep cycle battery for UPS,3000.0,,50.0,,Pouch,5.0,Lead,Lead Dioxide
B906,Compact LiFePO4 battery for solar storage,10000.0,,50.0,0.0,Pouch,100.0,Graphite,Lithium Cobalt Oxide
B907,Solid-state battery prototype for aerospace,1000.0,3.6,60.0,-20.0,Prismatic,1.0,Lithium Metal,Lithium Cobalt Oxide
B908,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,,40.0,0.0,Pouch,100.0,,Nickel Oxyhydroxide
B909,High capacity lithium-ion cell for EVs,3000.0,3.6,70.0,0.0,Cylindrical,10.0,Graphite,Lithium Iron Phosphate
B910,Compact LiFePO4 battery for solar storage,1000.0,3.2,60.0,,,20.0,Graphite,Lithium Cobalt Oxide
B911,Lead-acid deep cycle battery for UPS,2500.0,3.2,,-20.0,,10.0,Lead,
B912,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,3.7,40.0,0.0,Prismatic,50.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,Nickel-metal hydride battery pack for hybrid vehicles,2000.0,3.6,60.0,-10.0,Prismatic,1.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B914,High capacity lithium-ion cell for EVs,1000.0,3.2,70.0,0.0,Cylindrical,20.0,Graphite,Lithium Iron Phosphate
B915,Lead-acid deep cycle battery for UPS,10000.0,3.2,70.0,0.0,Prismatic,50.0,,Lead Dioxide
B916,Solid-state battery prototype for aerospace,5000.0,,50.0,-10.0,,10.0,Lithium Metal,Lithium Cobalt Oxide
B917,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,12.0,50.0,-10.0,Prismatic,10.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B918,High capacity lithium-ion cell for EVs,1000.0,3.2,50.0,,Cylindrical,20.0,,Lithium Iron Phosphate
B919,Solid-state battery prototype for aerospace,5000.0,3.7,60.0,-20.0,Pouch,1.0,Lithium Metal,
B920,Lead-acid deep cycle battery for UPS,5000.0,,40.0,0.0,Cylindrical,10.0,Lead,Lead Dioxide
B921,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,24.0,40.0,-10.0,Prismatic,5.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B922,Solid-state battery prototype for aerospace,3000.0,3.2,50.0,-20.0,,50.0,Lithium Metal,Lithium Cobalt Oxide
B923,Solid-state battery prototype for aerospace,10000.0,3.2,50.0,0.0,Cylindrical,20.0,Lithium Metal,Lithium Cobalt Oxide
,Solid-state battery prototype for aerospace,3000.0,3.2,50.0,,Pouch,2.0,,Lithium Cobalt Oxide
B925,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,3.7,70.0,0.0,,2.0,,Nickel Oxyhydroxide
,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,12.0,50.0,-20.0,Prismatic,1.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B927,Compact LiFePO4 battery for solar storage,1000.0,,,,Pouch,5.0,Graphite,Lithium Cobalt Oxide
B928,Lead-acid deep cycle battery for UPS,,3.2,40.0,-10.0,Prismatic,10.0,Lead,Lead Dioxide
,High capacity lithium-ion cell for EVs,3000.0,3.6,,,,,Graphite,Lithium Iron Phosphate
B930,Solid-state battery prototype for aerospace,5000.0,,60.0,-10.0,Prismatic,1.0,Lithium Metal,Lithium Cobalt Oxide
,Compact LiFePO4 battery for solar storage,2000.0,3.2,60.0,-20.0,Prismatic,50.0,Graphite,Lithium Cobalt Oxide
B932,High capacity lithium-ion cell for EVs,2500.0,3.6,,-20.0,Pouch,5.0,Graphite,Lithium Iron Phosphate
B933,Compact LiFePO4 battery for solar storage,1000.0,24.0,,0.0,Cylindrical,,,Lithium Cobalt Oxide
B934,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,3.2,70.0,,,100.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,Solid-state battery prototype for aerospace,2500.0,3.2,50.0,0.0,Prismatic,1.0,Lithium Metal,
B936,High capacity lithium-ion cell for EVs,,3.6,70.0,-10.0,Prismatic,1.0,Graphite,Lithium Iron Phosphate
,High capacity lithium-ion cell for EVs,,3.7,50.0,0.0,Pouch,100.0,Graphite,Lithium Iron Phosphate
B938,High capacity lithium-ion cell for EVs,2500.0,3.2,50.0,0.0,Pouch,10.0,Graphite,Lithium Iron Phosphate
,High capacity lithium-ion cell for EVs,2000.0,24.0,,-20.0,Pouch,1.0,Graphite,Lithium Iron Phosphate
B940,High capacity lithium-ion cell for EVs,10000.0,3.2,70.0,-20.0,Cylindrical,100.0,Graphite,Lithium Iron Phosphate
B941,Compact LiFePO4 battery for solar storage,,,70.0,0.0,Prismatic,10.0,Graphite,Lithium Cobalt Oxide
B942,Solid-state battery prototype for aerospace,10000.0,12.0,50.0,0.0,Pouch,10.0,Lithium Metal,Lithium Cobalt Oxide
B943,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,12.0,,-20.0,Prismatic,20.0,,Nickel Oxyhydroxide
B944,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,24.0,,0.0,Cylindrical,5.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B945,Nickel-metal hydride battery pack for hybrid vehicles,10000.0,,40.0,-10.0,Cylindrical,50.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B946,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,,50.0,-10.0,Cylindrical,5.0,Hydrogen-absorbing Alloy,
B947,Compact LiFePO4 battery for solar storage,2500.0,3.2,40.0,-10.0,,5.0,,
B948,Lead-acid deep cycle battery for UPS,10000.0,12.0,40.0,0.0,Prismatic,20.0,Lead,Lead Dioxide
B949,Solid-state battery prototype for aerospace,10000.0,24.0,50.0,,Cylindrical,10.0,Lithium Metal,
B950,High capacity lithium-ion cell for EVs,2500.0,3.2,50.0,,Cylindrical,10.0,Graphite,Lithium Iron Phosphate
B951,Lead-acid deep cycle battery for UPS,3000.0,3.2,,0.0,Pouch,,Lead,
B952,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,3.7,50.0,-20.0,Cylindrical,20.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B953,Lead-acid deep cycle battery for UPS,1000.0,3.6,50.0,-20.0,Pouch,1.0,Lead,Lead Dioxide
B954,Solid-state battery prototype for aerospace,10000.0,,60.0,-20.0,Cylindrical,20.0,Lithium Metal,Lithium Cobalt Oxide
B955,High capacity lithium-ion cell for EVs,2000.0,12.0,,-10.0,Cylindrical,1.0,Graphite,Lithium Iron Phosphate
B956,High capacity lithium-ion cell for EVs,10000.0,3.6,70.0,0.0,Pouch,2.0,Graphite,Lithium Iron Phosphate
,Solid-state battery prototype for aerospace,10000.0,3.2,70.0,-20.0,,100.0,,Lithium Cobalt Oxide
B958,Solid-state battery prototype for aerospace,1000.0,3.7,60.0,0.0,Prismatic,5.0,,Lithium Cobalt Oxide
B959,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,3.7,50.0,,Prismatic,,Hydrogen-absorbing Alloy,
B960,High capacity lithium-ion cell for EVs,10000.0,12.0,70.0,-10.0,Cylindrical,,Graphite,Lithium Iron Phosphate
B961,Lead-acid deep cycle battery for UPS,2500.0,3.7,70.0,-20.0,Prismatic,100.0,Lead,Lead Dioxide
,Compact LiFePO4 battery for solar storage,2500.0,3.6,,-20.0,Pouch,,Graphite,
,Compact LiFePO4 battery for solar storage,2000.0,3.2,70.0,0.0,Cylindrical,50.0,Graphite,Lithium Cobalt Oxide
B964,Solid-state battery prototype for aerospace,2500.0,3.6,50.0,,Cylindrical,,Lithium Metal,Lithium Cobalt Oxide
B965,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,24.0,50.0,0.0,Pouch,50.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B966,Compact LiFePO4 battery for solar storage,3000.0,12.0,40.0,-20.0,,5.0,Graphite,Lithium Cobalt Oxide
B967,High capacity lithium-ion cell for EVs,3000.0,,,0.0,Pouch,10.0,,
B968,Solid-state battery prototype for aerospace,5000.0,,70.0,0.0,Cylindrical,2.0,Lithium Metal,
,Lead-acid deep cycle battery for UPS,10000.0,3.7,70.0,0.0,Pouch,5.0,Lead,Lead Dioxide
B970,Solid-state battery prototype for aerospace,1000.0,3.2,60.0,0.0,Pouch,100.0,Lithium Metal,Lithium Cobalt Oxide
B971,Lead-acid deep cycle battery for UPS,2500.0,3.2,70.0,-10.0,Prismatic,1.0,Lead,
B972,Solid-state battery prototype for aerospace,3000.0,3.2,50.0,0.0,Prismatic,20.0,Lithium Metal,Lithium Cobalt Oxide
B973,Solid-state battery prototype for aerospace,1000.0,3.7,,-20.0,Cylindrical,,Lithium Metal,
B974,Solid-state battery prototype for aerospace,3000.0,,60.0,-10.0,,10.0,Lithium Metal,Lithium Cobalt Oxide
B975,Lead-acid deep cycle battery for UPS,,3.2,60.0,-10.0,Prismatic,50.0,Lead,Lead Dioxide
B976,Lead-acid deep cycle battery for UPS,3000.0,,70.0,0.0,Pouch,100.0,Lead,Lead Dioxide
B977,Solid-state battery prototype for aerospace,10000.0,3.7,40.0,-10.0,Pouch,50.0,,Lithium Cobalt Oxide
B978,Compact LiFePO4 battery for solar storage,10000.0,24.0,,0.0,Prismatic,2.0,,Lithium Cobalt Oxide
,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,3.7,60.0,-20.0,Prismatic,100.0,Hydrogen-absorbing Alloy,
B980,Nickel-metal hydride battery pack for hybrid vehicles,5000.0,3.7,70.0,0.0,Prismatic,10.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,12.0,70.0,-10.0,,,Hydrogen-absorbing Alloy,
B982,Lead-acid deep cycle battery for UPS,,3.7,60.0,-20.0,Cylindrical,,,
B983,Lead-acid deep cycle battery for UPS,10000.0,3.7,40.0,0.0,,50.0,Lead,Lead Dioxide
B984,Compact LiFePO4 battery for solar storage,1000.0,,60.0,-20.0,Prismatic,5.0,Graphite,Lithium Cobalt Oxide
B985,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,3.2,70.0,-20.0,,,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B986,Nickel-metal hydride battery pack for hybrid vehicles,3000.0,12.0,,-10.0,Cylindrical,,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B987,Solid-state battery prototype for aerospace,1000.0,12.0,60.0,-20.0,Cylindrical,5.0,Lithium Metal,Lithium Cobalt Oxide
B988,Lead-acid deep cycle battery for UPS,10000.0,12.0,40.0,-10.0,Prismatic,1.0,Lead,Lead Dioxide
B989,Nickel-metal hydride battery pack for hybrid vehicles,2500.0,3.6,60.0,-20.0,Pouch,50.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
,Compact LiFePO4 battery for solar storage,5000.0,3.7,60.0,0.0,Cylindrical,,,Lithium Cobalt Oxide
,Compact LiFePO4 battery for solar storage,2500.0,3.2,70.0,-20.0,Prismatic,5.0,Graphite,Lithium Cobalt Oxide
B992,Nickel-metal hydride battery pack for hybrid vehicles,1000.0,24.0,40.0,0.0,Prismatic,5.0,Hydrogen-absorbing Alloy,Nickel Oxyhydroxide
B993,Lead-acid deep cycle battery for UPS,2500.0,,50.0,0.0,Pouch,2.0,Lead,Lead Dioxide
B994,Compact LiFePO4 battery for solar storage,10000.0,3.6,40.0,-20.0,Prismatic,20.0,Graphite,Lithium Cobalt Oxide
B995,Solid-state battery prototype for aerospace,,3.7,60.0,0.0,Prismatic,50.0,,Lithium Cobalt Oxide
B996,Compact LiFePO4 battery for solar storage,1000.0,3.7,60.0,,Cylindrical,10.0,Graphite,Lithium Cobalt Oxide
B997,High capacity lithium-ion cell for EVs,3000.0,3.6,60.0,-20.0,,50.0,Graphite,
,High capacity lithium-ion cell for EVs,2500.0,12.0,40.0,,Pouch,10.0,Graphite,Lithium Iron Phosphate
